type,name,label:english,label:luganda,hint,hint:luganda,calculation,repeat_count,appearance,constraint,constraint message,relevance,required,choice_filter,required message,read only,media:image,media:audio,media:video,default,disabled,note,response_note,publishable
calculate,second_policy_lug,,,,,"if(${ranpol} >=0 and ${ranpol} < 1, ' okwongera edagala mu malwaliro ', if(${ranpol} >=1 and ${ranpol} < 2, ' okwongera edagala mu malwaliro ', if(${ranpol} >=2 and ${ranpol} < 3, ' okwongera/okudabiriza enguddo ', if(${ranpol} >=3 and ${ranpol} < 4, ' okwongera/okudabiriza enguddo ', if(${ranpol} >=4 and ${ranpol} < 5, ' okukendeza obubbi ku kyalo ', if(${ranpol} >=5 and ${ranpol} < 6, ' okukendeza obubbi ku kyalo ', if(${ranpol} >=6 and ${ranpol} < 7, ' okukubiriza gavumenti y`awagulu okwongera okuteka sente mu byenjigiriza mu kitundu kino ', if(${ranpol} >=7 and ${ranpol} < 8, ' okukubiriza gavumenti y`awagulu okwongera okuteka sente mu byenjigiriza mu kitundu kino ', if(${ranpol} >=8 and ${ranpol} < 9, ' okwongera/okudabiriza enguddo ', if(${ranpol} >=9 and ${ranpol} < 10, ' okwongera/okudabiriza enguddo ', if(${ranpol} >=10 and ${ranpol} < 11, ' okukendeza obubbi ku kyalo ', if(${ranpol} >=11 and ${ranpol} < 12, ' okukendeza obubbi ku kyalo ', if(${ranpol} >=12 and ${ranpol} < 13, ' okukubiriza gavumenti y`awagulu okwongera okuteka sente mu byenjigiriza mu kitundu kino ', if(${ranpol} >=13 and ${ranpol} < 14, ' okukubiriza gavumenti y`awagulu okwongera okuteka sente mu byenjigiriza mu kitundu kino ', if(${ranpol} >=14 and ${ranpol} < 15, ' okwongera edagala mu malwaliro ', if(${ranpol} >=15 and ${ranpol} < 16, ' okwongera edagala mu malwaliro ', if(${ranpol} >=16 and ${ranpol} < 17, ' okukendeza obubbi ku kyalo ', if(${ranpol} >=17 and ${ranpol} < 18, ' okukendeza obubbi ku kyalo ', if(${ranpol} >=18 and ${ranpol} < 19, ' okukubiriza gavumenti y`awagulu okwongera okuteka sente mu byenjigiriza mu kitundu kino ', if(${ranpol} >=19 and ${ranpol} < 20, ' okukubiriza gavumenti y`awagulu okwongera okuteka sente mu byenjigiriza mu kitundu kino ', if(${ranpol} >=20 and ${ranpol} < 21, ' okwongera edagala mu malwaliro ', if(${ranpol} >=21 and ${ranpol} < 22, ' okwongera edagala mu malwaliro ', if(${ranpol} >=22 and ${ranpol} < 23, ' okwongera/okudabiriza enguddo ', ' okwongera/okudabiriza enguddo ')))))))))))))))))))))))",,,,,,,,,,,,,,,,,
calculate,third_policy_lug,,,,,"if(${ranpol} >=0 and ${ranpol} < 1, ' okwongera/okudabiriza enguddo ', if(${ranpol} >=1 and ${ranpol} < 2, ' okukendeza obubbi ku kyalo ', if(${ranpol} >=2 and ${ranpol} < 3, ' okwongera edagala mu malwaliro ', if(${ranpol} >=3 and ${ranpol} < 4, ' okukendeza obubbi ku kyalo ', if(${ranpol} >=4 and ${ranpol} < 5, ' okwongera edagala mu malwaliro ', if(${ranpol} >=5 and ${ranpol} < 6, ' okwongera/okudabiriza enguddo ', if(${ranpol} >=6 and ${ranpol} < 7, ' okwongera/okudabiriza enguddo ', if(${ranpol} >=7 and ${ranpol} < 8, ' okukendeza obubbi ku kyalo ', if(${ranpol} >=8 and ${ranpol} < 9, ' okukubiriza gavumenti y`awagulu okwongera okuteka sente mu byenjigiriza mu kitundu kino ', if(${ranpol} >=9 and ${ranpol} < 10, ' okukendeza obubbi ku kyalo ', if(${ranpol} >=10 and ${ranpol} < 11, ' okukubiriza gavumenti y`awagulu okwongera okuteka sente mu byenjigiriza mu kitundu kino ', if(${ranpol} >=11 and ${ranpol} < 12, ' okwongera/okudabiriza enguddo ', if(${ranpol} >=12 and ${ranpol} < 13, ' okwongera edagala mu malwaliro ', if(${ranpol} >=13 and ${ranpol} < 14, ' okukendeza obubbi ku kyalo ', if(${ranpol} >=14 and ${ranpol} < 15, ' okukubiriza gavumenti y`awagulu okwongera okuteka sente mu byenjigiriza mu kitundu kino ', if(${ranpol} >=15 and ${ranpol} < 16, ' okukendeza obubbi ku kyalo ', if(${ranpol} >=16 and ${ranpol} < 17, ' okukubiriza gavumenti y`awagulu okwongera okuteka sente mu byenjigiriza mu kitundu kino ', if(${ranpol} >=17 and ${ranpol} < 18, ' okwongera edagala mu malwaliro ', if(${ranpol} >=18 and ${ranpol} < 19, ' okwongera edagala mu malwaliro ', if(${ranpol} >=19 and ${ranpol} < 20, ' okwongera/okudabiriza enguddo ', if(${ranpol} >=20 and ${ranpol} < 21, ' okukubiriza gavumenti y`awagulu okwongera okuteka sente mu byenjigiriza mu kitundu kino ', if(${ranpol} >=21 and ${ranpol} < 22, ' okwongera/okudabiriza enguddo ', if(${ranpol} >=22 and ${ranpol} < 23, ' okukubiriza gavumenti y`awagulu okwongera okuteka sente mu byenjigiriza mu kitundu kino ', ' okwongera edagala mu malwaliro ' )))))))))))))))))))))))",,,,,,,,,,,,,,,,,
calculate,fourth_policy_lug,,,,,"if(${ranpol} >=0 and ${ranpol} < 1, ' okukendeza obubbi ku kyalo ', if(${ranpol} >=1 and ${ranpol} < 2, ' okwongera/okudabiriza enguddo ', if(${ranpol} >=2 and ${ranpol} < 3, ' okukendeza obubbi ku kyalo ', if(${ranpol} >=3 and ${ranpol} < 4, ' okwongera edagala mu malwaliro ', if(${ranpol} >=4 and ${ranpol} < 5, ' okwongera/okudabiriza enguddo ', if(${ranpol} >=5 and ${ranpol} < 6, ' okwongera edagala mu malwaliro ', if(${ranpol} >=6 and ${ranpol} < 7, ' okukendeza obubbi ku kyalo ', if(${ranpol} >=7 and ${ranpol} < 8, ' okwongera/okudabiriza enguddo ', if(${ranpol} >=8 and ${ranpol} < 9, ' okukendeza obubbi ku kyalo ', if(${ranpol} >=9 and ${ranpol} < 10, ' okukubiriza gavumenti y`awagulu okwongera okuteka sente mu byenjigiriza mu kitundu kino ', if(${ranpol} >=10 and ${ranpol} < 11, ' okwongera/okudabiriza enguddo ', if(${ranpol} >=11 and ${ranpol} < 12, ' okukubiriza gavumenti y`awagulu okwongera okuteka sente mu byenjigiriza mu kitundu kino ', if(${ranpol} >=12 and ${ranpol} < 13, ' okukendeza obubbi ku kyalo ', if(${ranpol} >=13 and ${ranpol} < 14, ' okwongera edagala mu malwaliro ', if(${ranpol} >=14 and ${ranpol} < 15, ' okukendeza obubbi ku kyalo ', if(${ranpol} >=15 and ${ranpol} < 16, ' okukubiriza gavumenti y`awagulu okwongera okuteka sente mu byenjigiriza mu kitundu kino ', if(${ranpol} >=16 and ${ranpol} < 17, ' okwongera edagala mu malwaliro ', if(${ranpol} >=17 and ${ranpol} < 18, ' okukubiriza gavumenti y`awagulu okwongera okuteka sente mu byenjigiriza mu kitundu kino ', if(${ranpol} >=18 and ${ranpol} < 19, ' okwongera/okudabiriza enguddo ', if(${ranpol} >=19 and ${ranpol} < 20, ' okwongera edagala mu malwaliro ', if(${ranpol} >=20 and ${ranpol} < 21, ' okwongera/okudabiriza enguddo ', if(${ranpol} >=21 and ${ranpol} < 22, ' okukubiriza gavumenti y`awagulu okwongera okuteka sente mu byenjigiriza mu kitundu kino ', if(${ranpol} >=22 and ${ranpol} < 23, ' okwongera edagala mu malwaliro ', ' okukubiriza gavumenti y`awagulu okwongera okuteka sente mu byenjigiriza mu kitundu kino ')))))))))))))))))))))))",,,,,,,,,,,,,,,,,
select_one q18_1_2,candidate_1,"18.1) Imagine a village about one day's walk from here is having an election to replace its LC1 chairperson. There are two candidates. Let me tell you about each one and you can tell me which of the two you think should be elected.
The first candidate is named Mr. ${name_1} and he promises to ${first_policy}.
The second candidate is named Mr. ${name_2} and he promises to ${second_policy}.
 Which of these two candidates do you think should be elected?","18.1) Fumitiriza nti ekyalo ekiri ewala okuva wano kirina okulonda okwa basentebe ba LC1, abavuganya ku kyalo bali babiri. Ngenda kukubulira ebikwata ku bantu bano osobole okumbulira gwolowoza eyandilondedwa.
 
Asoka, Mwaami ${name_1} nga asubiza ${first_policy_lug}.
Owokubiri, Mwaami ${name_2} nga asubiza ${second_policy_lug}.
Ani kubabiri gwolowoza nti yeyandilondedwa?",,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
select_one q18_1_2,candidate_2,"18.2) Let me ask you about one more village that is holding an election to replace its LC1 chairperson. Again, there are two candidates. Let me tell you about each one and you can tell me which of the two you think should be elected.
 The first candidate is named ${mr_mrs_3} ${name_3} and ${he_she_3} promises to ${third_policy}.
The second candidate is named ${mr_mrs_4} ${name_4} and ${he_she_4} promises to ${fourth_policy}.
Which of these two candidates do you think should be elected?","18.2) Kati kankubuze ku kyalo ekilala ekiri mu kulonda sentebe wa LC1. Ela waliwo abavuganya babiri, Ngenda kukubulira ebikwata ku bantu bano osobole okumbulira kwabo abavuganya gwolowoza eyandilondedwa. 
Asoka, ${mr_mrs_3_lug} ${name_3} nga asubiza ${third_policy_lug}.
Owokubiri, ${mr_mrs_4_lug} ${name_4} nga asubiza ${fourth_policy_lug}.
Ani kubabiri gwolowoza nti yeyandilondedwa?",,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
end group,section_18,,,,,,,,,,,,,,,,,,,,,,
begin group,section_19,,,,,,,,,,${resp_status}=2,,,,,,,,,,,,
select_one q18_1,films_q17_1,"19.1) Towards the end of last year, a series of six free films (Pirates of the Caribbean, Slumdog Millionaire, Spy, Fast and Furious, Creed, Oz The Great And Powerful) were screened in the kibanda in your trading center. Have you heard about the screenings and if so, how many screenings did you attend? ","19.1) Kunkomerero yo'mwaka oguwedde, filimu mukaga ezobwerere/ezitali zakusasulira (Pirates of the Caribbean, Slumdog Millionaire, Spy, Fast and Furious, Creed, Oz The Great And Powerful) zalagibwa mu kibanda mu centre yamwe. Wawulirako endaga ezo era bwekiba nti yye, ndaga meka zewalaba?",,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
select_one q18_3,other_attend_q17_2,19.2) Did your friends or family attend any of the screenings? ,19.2) Mikwaano gyo oba aboluganda lwo balina endaga zino zebalimu?,,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
select_multiple q18_2,content_q17_1b,19.3) What do you recall about the content of the screenings?,19.3) Ki kyojjukila kubyali mubyalagibwa?,ENUMERATOR: Do not read out the options. Check all that apply.,ENUMERATOR: Do not read out the options. Check all that apply.,,,,,,${films_q17_1}=6 or ${films_q17_1}=5 or ${films_q17_1}=4 or ${films_q17_1}=3 or ${films_q17_1}=2 or ${films_q17_1}=1,yes,,"Sorry, this response is required.",,,,,,,,,
note,q19_3err,"ENUMERATOR: Sorry you can not select ""Does not recall"" and anything else.","ENUMERATOR: Sorry you can not select ""Does not recall"" and anything else.",ENUMERATOR: Go back and change your selection.,ENUMERATOR: Go back and change your selection.,,,,,,"(selected(${content_q17_1b}, '4')) and count-selected(${content_q17_1b}) >1",yes,,,,,,,,,,,
text,content_q17_1b_oth,"Other, specify","Other, specify",,,,,,,,"selected(${content_q17_1b}, '6')",yes,,"Sorry, this response is required.",,,,,,,,,
select_multiple q19_4_1,hear_q19_4,19.4) What did you hear about the content of the screenings?,19.4) Kiki kyewawulira kwebyo ebyalimu?,ENUMERATOR: Do not read out the options. Check all that apply.,ENUMERATOR: Do not read out the options. Check all that apply.,,,,,,${films_q17_1}=7 or ((${other_attend_q17_2}=1 or ${other_attend_q17_2}=2 or ${other_attend_q17_2}=3) and ${films_q17_1}=8),yes,,"Sorry, this response is required.",,,,,,,,,
note,q19_4err,"ENUMERATOR: Sorry you can not select ""Does not recall"" and anything else.","ENUMERATOR: Sorry you can not select ""Does not recall"" and anything else.",ENUMERATOR: Go back and change your selection.,ENUMERATOR: Go back and change your selection.,,,,,,"(selected(${hear_q19_4}, '4')) and count-selected(${hear_q19_4}) >1",yes,,,,,,,,,,,
text,hear_q19_4_oth,"Other, specify","Other, specify",,,,,,,,"selected(${hear_q19_4}, '6')",yes,,"Sorry, this response is required.",,,,,,,,,
end group,section_19,,,,,,,,,,,,,,,,,,,,,,
begin group,section_20,,,,,,,,,,${resp_status}=1,,,,,,,,,,,,
note,note_19,"Towards the end of last year, a series of six free films (Pirates of the Caribbean, Creed, Fast and Furious, Spy, Slumdog Millionaire, Oz The Great And Powerful) were screened in the kibanda in your trading center. ","Kunkomerero yo'mwaka oguwedde, nga gugwako filimu mukaga ezobwerere (Pirates of the Caribbean, Creed, Fast and Furious, Spy, Slumdog Millionaire, Oz The Great And Powerful) zalagibwa mu kibanda mu kyalo kyo.",,,,,,,,,,,,,,,,,,,,
select_one yesno_consent,q19_1,ENUMERATOR: Is it your first complier of today?,ENUMERATOR: Is it your first complier of today?,,,,,,,,${enum}=1 or ${enum}=2 or ${enum}=4 or ${enum}=16 or ${enum}=24 or ${enum}=25 or ${enum}=34,yes,,"Sorry, this response is required.",,,,,,,,,
text,organizers_q18_1,"19.1) As far as you can recall, who do you think organized these screenings?","19.1) Okusinzira ku kyojukira, olowoza ani eyategeka endaaga zino?",,,,,,,,${q19_1}=1,yes,,"Sorry, this response is required.",,,,,,,,,
select_one q18_5,followup_fest_q18_2,19.2) Would you be interested in having such a film festival again in the village? ,19.2) Wandiyagadde okudamu okufuna ekivulu kya filimu ku kyalo kyo?,,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
select_one q18_6,attendance_q18_3,"19.3) As best as you can tell, how many people in your village attended at least one of the screenings?","19.3) Nga osinzila kukyomanyi, Abantu bameka ku kyalo kino abalabako wadde filimu emu mu ndagga ezo? ",,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
end group,section_20,,,,,,,,,,,,,,,,,,,,,,
begin group,section_21,,,,,,,,,,,,,,,,,,,,,,
select_one cooperative,cooperative_q20_1,20.1) ENUMERATOR: How cooperative was the respondent during the survey?,20.1) ENUMERATOR: How cooperative was the respondent during the survey?,,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
select_one yesno,person_q18_1,"20.2) ENUMERATOR: Apart from the respondent, was there any other person present during the interview? ","20.2) OBSERVE: Apart from the respondent, was there any other person present during the interview? ",ENUMERATOR: Do not ask.,ENUMERATOR: Do not ask.,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
select_multiple q19_2,relationship_person_q18_2,20.3) ENUMERATOR: What is the relationship of the person(s) to the respondent? (Indicate all that apply),20.3) ENUMERATOR: What is the relationship of the person(s) to the respondent? (Indicate all that apply),ENUMERATOR: Ask the respondent only if you cannot answer by yourself.,ENUMERATOR: Ask the respondent only if you cannot answer by yourself.,,,,,,${person_q18_1}=1,yes,,"Sorry, this response is required.",,,,,,,,,
text,q18_2_oth,"Other, specify","Ekilala, nyonyola",,,,,,,,"selected(${relationship_person_q18_2}, '8')",yes,,"Sorry, this response is required.",,,,,,,,,
note,q18_2berr,"ENUMERATOR: Sorry you can not select ""None"", ""Don’t know"" or ""Refuse to answer"" and anything else.","ENUMERATOR: Sorry you can not select ""None"", ""Don’t know"" or ""Refuse to answer"" and anything else.",ENUMERATOR: Go back and change your selection.,ENUMERATOR: Go back and change your selection.,,,,,,"(selected(${relationship_person_q18_2}, '888') or selected(${relationship_person_q18_2}, '999')) and count-selected(${relationship_person_q18_2}) >1",yes,,,,,,,,,,,
note,note18,Thank you very much for your time. We have now come to the end of the interview. All answers that you gave during this interview will be confidential. ,Neyanziza nyo olwobudde bwo.Kakano tukomekereza ebibuzo.Byona byozemu mu kubuzibwa kuno bigya kusigala nga byakyama.,,,,,,,,,,,,,,,,,,,,
note,note20,"If you have any questions that you would like to ask, please feel free to do so now. Goodbye!","Bwoba olina ekibuzo kyona kyoyagala okubuza, nsaba obeere wadembe okukikola kati. Bayi!",,,,,,,,,,,,,,,,,,,,
select_one q19_4,observe_conditions_q18_4,"20.4) OBSERVE: Please observe; judging from what you see in the respondent’s household, how would you rate his or her living conditions compared to those of others in the village?","20.4) OBSERVE: Please observe; judging from what you see in the respondent’s household, how would you rate his or her living conditions compared to those of others in the village?",ENUMERATOR: Do not ask.,ENUMERATOR: Do not ask.,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
note,note20_2,ENUMERATOR: Please give the compensation to the respondent.,ENUMERATOR: Please give the compensation to the respondent.,,,,,,,,,,,,,,,,,,,,
select_one survey_lang,survey_language,20.5) ENUMERATOR: In which language has the survey been conducted?,20.5) ENUMERATOR: In which language has the survey been conducted?,,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
text,survey_language_oth,"Other, specify","Other, specify",,,,,,,,${survey_language}=5,yes,,"Sorry, this response is required.",,,,,,,,,
end group,section_21,,,,,,,,,,,,,,,,,,,,,,
select_one yesno_kneeling,woman_kneeling,"20.6) ENUMERATOR: When you entered the household, did a female member of the household kneel to greet you?","20.6) ENUMERATOR: When you entered the household, did a female member of the household kneel to greet you?",,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
text,comments,20.7) ENUMERATOR: Do you have any comments?,20.7) ENUMERATOR: Do you have any comments?,"ENUMERATOR: If you don't have comments, leave it blank.","ENUMERATOR: If you don't have comments, leave it blank.",,,,,,,,,"Sorry, this response is required.",,,,,,,,,
geopoint,gps_q18_5,20.8) OBSERVE: Please record the GPS coordinate of the household.,20.8) OBSERVE: Please record the GPS coordinate of the household.,ENUMERATOR: Please try as much as possible to record the GPS coordinate.,ENUMERATOR: Please try as much as possible to record the GPS coordinate.,,,,,,,,,,,,,,,,,,
end group,consented,,,,,,,,,,,,,,,,,,,,,,
